user_id,data_pasto,tipo_pasto,totale_calorie,elementi,giudizio_critico,macro_totali
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-09-17,spuntino,443,"{'carboidrati': '48g', 'proteine': '40g', 'grassi': '23g'}",bilanciato,"{'kcal': 443, 'carb_percent': 46, 'protein_percent': 24, 'fat_percent': 22}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-17,pranzo,656,"{'carboidrati': '25g', 'proteine': '24g', 'grassi': '34g'}",poche proteine,"{'kcal': 656, 'carb_percent': 46, 'protein_percent': 19, 'fat_percent': 21}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-09-17,cena,247,"{'carboidrati': '97g', 'proteine': '21g', 'grassi': '30g'}",troppi carboidrati,"{'kcal': 247, 'carb_percent': 50, 'protein_percent': 12, 'fat_percent': 30}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-16,colazione,249,"{'carboidrati': '73g', 'proteine': '30g', 'grassi': '36g'}",troppi carboidrati,"{'kcal': 249, 'carb_percent': 48, 'protein_percent': 26, 'fat_percent': 26}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-09-16,spuntino,569,"{'carboidrati': '79g', 'proteine': '34g', 'grassi': '15g'}",troppi carboidrati,"{'kcal': 569, 'carb_percent': 55, 'protein_percent': 11, 'fat_percent': 37}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-09-16,pranzo,658,"{'carboidrati': '97g', 'proteine': '27g', 'grassi': '10g'}",troppi grassi,"{'kcal': 658, 'carb_percent': 58, 'protein_percent': 25, 'fat_percent': 39}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-09-16,cena,270,"{'carboidrati': '63g', 'proteine': '17g', 'grassi': '33g'}",bilanciato,"{'kcal': 270, 'carb_percent': 41, 'protein_percent': 10, 'fat_percent': 34}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-09-15,colazione,460,"{'carboidrati': '48g', 'proteine': '35g', 'grassi': '13g'}",bilanciato,"{'kcal': 460, 'carb_percent': 46, 'protein_percent': 24, 'fat_percent': 21}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-09-15,spuntino,342,"{'carboidrati': '48g', 'proteine': '29g', 'grassi': '13g'}",troppi carboidrati,"{'kcal': 342, 'carb_percent': 52, 'protein_percent': 17, 'fat_percent': 29}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-09-15,pranzo,893,"{'carboidrati': '49g', 'proteine': '29g', 'grassi': '24g'}",troppi carboidrati,"{'kcal': 893, 'carb_percent': 42, 'protein_percent': 24, 'fat_percent': 32}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-09-15,cena,738,"{'carboidrati': '46g', 'proteine': '33g', 'grassi': '27g'}",bilanciato,"{'kcal': 738, 'carb_percent': 47, 'protein_percent': 16, 'fat_percent': 22}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-14,colazione,382,"{'carboidrati': '86g', 'proteine': '49g', 'grassi': '37g'}",bilanciato,"{'kcal': 382, 'carb_percent': 43, 'protein_percent': 24, 'fat_percent': 30}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-14,spuntino,460,"{'carboidrati': '85g', 'proteine': '30g', 'grassi': '30g'}",troppi carboidrati,"{'kcal': 460, 'carb_percent': 41, 'protein_percent': 19, 'fat_percent': 36}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-14,pranzo,854,"{'carboidrati': '93g', 'proteine': '42g', 'grassi': '7g'}",bilanciato,"{'kcal': 854, 'carb_percent': 53, 'protein_percent': 26, 'fat_percent': 21}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-09-14,cena,218,"{'carboidrati': '48g', 'proteine': '20g', 'grassi': '11g'}",bilanciato,"{'kcal': 218, 'carb_percent': 56, 'protein_percent': 22, 'fat_percent': 33}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-09-13,colazione,590,"{'carboidrati': '32g', 'proteine': '42g', 'grassi': '11g'}",poche proteine,"{'kcal': 590, 'carb_percent': 54, 'protein_percent': 20, 'fat_percent': 21}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-09-13,spuntino,546,"{'carboidrati': '21g', 'proteine': '22g', 'grassi': '14g'}",troppi grassi,"{'kcal': 546, 'carb_percent': 45, 'protein_percent': 13, 'fat_percent': 39}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-09-13,pranzo,288,"{'carboidrati': '85g', 'proteine': '36g', 'grassi': '19g'}",bilanciato,"{'kcal': 288, 'carb_percent': 42, 'protein_percent': 22, 'fat_percent': 21}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-13,cena,661,"{'carboidrati': '59g', 'proteine': '15g', 'grassi': '8g'}",bilanciato,"{'kcal': 661, 'carb_percent': 60, 'protein_percent': 11, 'fat_percent': 40}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-12,colazione,642,"{'carboidrati': '29g', 'proteine': '28g', 'grassi': '14g'}",troppi grassi,"{'kcal': 642, 'carb_percent': 41, 'protein_percent': 21, 'fat_percent': 29}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-12,spuntino,547,"{'carboidrati': '73g', 'proteine': '13g', 'grassi': '31g'}",troppi grassi,"{'kcal': 547, 'carb_percent': 45, 'protein_percent': 21, 'fat_percent': 26}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-09-12,pranzo,568,"{'carboidrati': '43g', 'proteine': '30g', 'grassi': '33g'}",bilanciato,"{'kcal': 568, 'carb_percent': 57, 'protein_percent': 29, 'fat_percent': 23}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-12,cena,565,"{'carboidrati': '88g', 'proteine': '28g', 'grassi': '29g'}",poche proteine,"{'kcal': 565, 'carb_percent': 56, 'protein_percent': 23, 'fat_percent': 39}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-09-11,colazione,287,"{'carboidrati': '41g', 'proteine': '30g', 'grassi': '31g'}",troppi grassi,"{'kcal': 287, 'carb_percent': 43, 'protein_percent': 24, 'fat_percent': 31}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-09-11,spuntino,467,"{'carboidrati': '100g', 'proteine': '11g', 'grassi': '24g'}",poche proteine,"{'kcal': 467, 'carb_percent': 59, 'protein_percent': 29, 'fat_percent': 23}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-11,pranzo,313,"{'carboidrati': '95g', 'proteine': '38g', 'grassi': '21g'}",bilanciato,"{'kcal': 313, 'carb_percent': 53, 'protein_percent': 11, 'fat_percent': 37}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-09-11,cena,262,"{'carboidrati': '84g', 'proteine': '38g', 'grassi': '25g'}",poche proteine,"{'kcal': 262, 'carb_percent': 52, 'protein_percent': 18, 'fat_percent': 37}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-10,colazione,230,"{'carboidrati': '38g', 'proteine': '15g', 'grassi': '20g'}",troppi carboidrati,"{'kcal': 230, 'carb_percent': 41, 'protein_percent': 15, 'fat_percent': 31}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-10,spuntino,277,"{'carboidrati': '71g', 'proteine': '40g', 'grassi': '34g'}",poche proteine,"{'kcal': 277, 'carb_percent': 44, 'protein_percent': 19, 'fat_percent': 24}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-09-10,pranzo,703,"{'carboidrati': '73g', 'proteine': '39g', 'grassi': '7g'}",troppi grassi,"{'kcal': 703, 'carb_percent': 55, 'protein_percent': 26, 'fat_percent': 38}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-09-10,cena,769,"{'carboidrati': '38g', 'proteine': '47g', 'grassi': '10g'}",troppi carboidrati,"{'kcal': 769, 'carb_percent': 46, 'protein_percent': 14, 'fat_percent': 21}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-09-09,colazione,603,"{'carboidrati': '80g', 'proteine': '38g', 'grassi': '29g'}",bilanciato,"{'kcal': 603, 'carb_percent': 46, 'protein_percent': 20, 'fat_percent': 29}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-09-09,spuntino,311,"{'carboidrati': '84g', 'proteine': '18g', 'grassi': '6g'}",troppi grassi,"{'kcal': 311, 'carb_percent': 50, 'protein_percent': 24, 'fat_percent': 38}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-09-09,pranzo,417,"{'carboidrati': '26g', 'proteine': '16g', 'grassi': '17g'}",troppi grassi,"{'kcal': 417, 'carb_percent': 43, 'protein_percent': 15, 'fat_percent': 40}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-09-09,cena,775,"{'carboidrati': '87g', 'proteine': '41g', 'grassi': '23g'}",troppi grassi,"{'kcal': 775, 'carb_percent': 48, 'protein_percent': 14, 'fat_percent': 37}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-09-08,colazione,821,"{'carboidrati': '55g', 'proteine': '40g', 'grassi': '5g'}",bilanciato,"{'kcal': 821, 'carb_percent': 49, 'protein_percent': 24, 'fat_percent': 35}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-09-08,spuntino,285,"{'carboidrati': '21g', 'proteine': '10g', 'grassi': '27g'}",troppi grassi,"{'kcal': 285, 'carb_percent': 47, 'protein_percent': 15, 'fat_percent': 30}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-08,pranzo,742,"{'carboidrati': '83g', 'proteine': '20g', 'grassi': '10g'}",bilanciato,"{'kcal': 742, 'carb_percent': 51, 'protein_percent': 25, 'fat_percent': 20}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-09-08,cena,249,"{'carboidrati': '35g', 'proteine': '10g', 'grassi': '39g'}",troppi carboidrati,"{'kcal': 249, 'carb_percent': 54, 'protein_percent': 20, 'fat_percent': 27}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-09-07,colazione,384,"{'carboidrati': '31g', 'proteine': '42g', 'grassi': '24g'}",troppi carboidrati,"{'kcal': 384, 'carb_percent': 54, 'protein_percent': 26, 'fat_percent': 29}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-09-07,spuntino,743,"{'carboidrati': '51g', 'proteine': '48g', 'grassi': '36g'}",troppi carboidrati,"{'kcal': 743, 'carb_percent': 41, 'protein_percent': 18, 'fat_percent': 35}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-07,pranzo,278,"{'carboidrati': '56g', 'proteine': '29g', 'grassi': '39g'}",troppi carboidrati,"{'kcal': 278, 'carb_percent': 50, 'protein_percent': 25, 'fat_percent': 25}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-09-07,cena,879,"{'carboidrati': '82g', 'proteine': '30g', 'grassi': '10g'}",poche proteine,"{'kcal': 879, 'carb_percent': 52, 'protein_percent': 21, 'fat_percent': 38}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-09-06,colazione,264,"{'carboidrati': '87g', 'proteine': '26g', 'grassi': '6g'}",troppi grassi,"{'kcal': 264, 'carb_percent': 43, 'protein_percent': 22, 'fat_percent': 31}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-09-06,spuntino,758,"{'carboidrati': '34g', 'proteine': '36g', 'grassi': '13g'}",troppi carboidrati,"{'kcal': 758, 'carb_percent': 44, 'protein_percent': 24, 'fat_percent': 27}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-09-06,pranzo,288,"{'carboidrati': '36g', 'proteine': '21g', 'grassi': '14g'}",troppi carboidrati,"{'kcal': 288, 'carb_percent': 58, 'protein_percent': 13, 'fat_percent': 20}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-06,cena,869,"{'carboidrati': '48g', 'proteine': '11g', 'grassi': '26g'}",troppi grassi,"{'kcal': 869, 'carb_percent': 52, 'protein_percent': 11, 'fat_percent': 34}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-09-05,colazione,685,"{'carboidrati': '32g', 'proteine': '10g', 'grassi': '26g'}",troppi carboidrati,"{'kcal': 685, 'carb_percent': 59, 'protein_percent': 17, 'fat_percent': 26}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-05,spuntino,785,"{'carboidrati': '80g', 'proteine': '49g', 'grassi': '5g'}",troppi grassi,"{'kcal': 785, 'carb_percent': 42, 'protein_percent': 17, 'fat_percent': 39}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-09-05,pranzo,814,"{'carboidrati': '24g', 'proteine': '14g', 'grassi': '18g'}",troppi carboidrati,"{'kcal': 814, 'carb_percent': 49, 'protein_percent': 27, 'fat_percent': 24}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-05,cena,451,"{'carboidrati': '69g', 'proteine': '31g', 'grassi': '35g'}",poche proteine,"{'kcal': 451, 'carb_percent': 50, 'protein_percent': 15, 'fat_percent': 40}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-09-04,colazione,517,"{'carboidrati': '82g', 'proteine': '26g', 'grassi': '29g'}",poche proteine,"{'kcal': 517, 'carb_percent': 51, 'protein_percent': 20, 'fat_percent': 40}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-04,spuntino,832,"{'carboidrati': '22g', 'proteine': '35g', 'grassi': '24g'}",troppi grassi,"{'kcal': 832, 'carb_percent': 45, 'protein_percent': 25, 'fat_percent': 25}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-09-04,pranzo,304,"{'carboidrati': '48g', 'proteine': '14g', 'grassi': '9g'}",troppi grassi,"{'kcal': 304, 'carb_percent': 43, 'protein_percent': 11, 'fat_percent': 20}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-09-04,cena,418,"{'carboidrati': '59g', 'proteine': '46g', 'grassi': '6g'}",bilanciato,"{'kcal': 418, 'carb_percent': 43, 'protein_percent': 25, 'fat_percent': 34}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-09-03,colazione,517,"{'carboidrati': '61g', 'proteine': '43g', 'grassi': '21g'}",poche proteine,"{'kcal': 517, 'carb_percent': 42, 'protein_percent': 29, 'fat_percent': 38}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-09-03,spuntino,532,"{'carboidrati': '67g', 'proteine': '14g', 'grassi': '16g'}",troppi grassi,"{'kcal': 532, 'carb_percent': 46, 'protein_percent': 11, 'fat_percent': 37}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-09-03,pranzo,603,"{'carboidrati': '79g', 'proteine': '28g', 'grassi': '11g'}",troppi carboidrati,"{'kcal': 603, 'carb_percent': 58, 'protein_percent': 10, 'fat_percent': 39}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-03,cena,498,"{'carboidrati': '23g', 'proteine': '26g', 'grassi': '26g'}",bilanciato,"{'kcal': 498, 'carb_percent': 58, 'protein_percent': 12, 'fat_percent': 32}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-09-02,colazione,290,"{'carboidrati': '71g', 'proteine': '20g', 'grassi': '8g'}",poche proteine,"{'kcal': 290, 'carb_percent': 48, 'protein_percent': 12, 'fat_percent': 30}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-09-02,spuntino,506,"{'carboidrati': '75g', 'proteine': '36g', 'grassi': '11g'}",bilanciato,"{'kcal': 506, 'carb_percent': 56, 'protein_percent': 15, 'fat_percent': 40}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-02,pranzo,686,"{'carboidrati': '31g', 'proteine': '39g', 'grassi': '24g'}",poche proteine,"{'kcal': 686, 'carb_percent': 44, 'protein_percent': 14, 'fat_percent': 34}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-09-02,cena,504,"{'carboidrati': '50g', 'proteine': '26g', 'grassi': '5g'}",troppi carboidrati,"{'kcal': 504, 'carb_percent': 52, 'protein_percent': 13, 'fat_percent': 33}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-09-01,colazione,528,"{'carboidrati': '74g', 'proteine': '27g', 'grassi': '14g'}",bilanciato,"{'kcal': 528, 'carb_percent': 45, 'protein_percent': 14, 'fat_percent': 27}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-01,spuntino,330,"{'carboidrati': '72g', 'proteine': '17g', 'grassi': '21g'}",troppi grassi,"{'kcal': 330, 'carb_percent': 59, 'protein_percent': 25, 'fat_percent': 33}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-01,pranzo,274,"{'carboidrati': '76g', 'proteine': '44g', 'grassi': '29g'}",bilanciato,"{'kcal': 274, 'carb_percent': 41, 'protein_percent': 22, 'fat_percent': 29}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-01,cena,856,"{'carboidrati': '31g', 'proteine': '12g', 'grassi': '5g'}",bilanciato,"{'kcal': 856, 'carb_percent': 60, 'protein_percent': 22, 'fat_percent': 38}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-31,colazione,860,"{'carboidrati': '46g', 'proteine': '41g', 'grassi': '30g'}",troppi grassi,"{'kcal': 860, 'carb_percent': 54, 'protein_percent': 12, 'fat_percent': 26}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-31,spuntino,900,"{'carboidrati': '22g', 'proteine': '27g', 'grassi': '17g'}",troppi carboidrati,"{'kcal': 900, 'carb_percent': 58, 'protein_percent': 14, 'fat_percent': 26}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-31,pranzo,759,"{'carboidrati': '34g', 'proteine': '13g', 'grassi': '39g'}",troppi carboidrati,"{'kcal': 759, 'carb_percent': 41, 'protein_percent': 21, 'fat_percent': 38}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-31,cena,783,"{'carboidrati': '58g', 'proteine': '32g', 'grassi': '8g'}",poche proteine,"{'kcal': 783, 'carb_percent': 56, 'protein_percent': 28, 'fat_percent': 38}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-08-30,colazione,311,"{'carboidrati': '58g', 'proteine': '34g', 'grassi': '12g'}",troppi grassi,"{'kcal': 311, 'carb_percent': 58, 'protein_percent': 20, 'fat_percent': 21}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-30,spuntino,590,"{'carboidrati': '93g', 'proteine': '37g', 'grassi': '9g'}",troppi carboidrati,"{'kcal': 590, 'carb_percent': 48, 'protein_percent': 30, 'fat_percent': 35}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-30,pranzo,878,"{'carboidrati': '93g', 'proteine': '50g', 'grassi': '18g'}",bilanciato,"{'kcal': 878, 'carb_percent': 52, 'protein_percent': 27, 'fat_percent': 29}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-30,cena,824,"{'carboidrati': '78g', 'proteine': '50g', 'grassi': '39g'}",bilanciato,"{'kcal': 824, 'carb_percent': 49, 'protein_percent': 28, 'fat_percent': 30}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-29,colazione,365,"{'carboidrati': '72g', 'proteine': '49g', 'grassi': '40g'}",bilanciato,"{'kcal': 365, 'carb_percent': 45, 'protein_percent': 24, 'fat_percent': 33}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-08-29,spuntino,782,"{'carboidrati': '99g', 'proteine': '18g', 'grassi': '13g'}",troppi carboidrati,"{'kcal': 782, 'carb_percent': 49, 'protein_percent': 18, 'fat_percent': 31}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-29,pranzo,844,"{'carboidrati': '70g', 'proteine': '19g', 'grassi': '17g'}",troppi carboidrati,"{'kcal': 844, 'carb_percent': 42, 'protein_percent': 24, 'fat_percent': 24}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-29,cena,635,"{'carboidrati': '27g', 'proteine': '26g', 'grassi': '20g'}",bilanciato,"{'kcal': 635, 'carb_percent': 41, 'protein_percent': 23, 'fat_percent': 24}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-08-28,colazione,293,"{'carboidrati': '92g', 'proteine': '16g', 'grassi': '9g'}",poche proteine,"{'kcal': 293, 'carb_percent': 47, 'protein_percent': 29, 'fat_percent': 22}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-28,spuntino,630,"{'carboidrati': '89g', 'proteine': '35g', 'grassi': '38g'}",troppi carboidrati,"{'kcal': 630, 'carb_percent': 53, 'protein_percent': 13, 'fat_percent': 24}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-28,pranzo,311,"{'carboidrati': '26g', 'proteine': '50g', 'grassi': '35g'}",poche proteine,"{'kcal': 311, 'carb_percent': 51, 'protein_percent': 12, 'fat_percent': 21}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-28,cena,578,"{'carboidrati': '34g', 'proteine': '23g', 'grassi': '13g'}",troppi carboidrati,"{'kcal': 578, 'carb_percent': 46, 'protein_percent': 24, 'fat_percent': 26}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-27,colazione,372,"{'carboidrati': '53g', 'proteine': '39g', 'grassi': '29g'}",troppi grassi,"{'kcal': 372, 'carb_percent': 56, 'protein_percent': 23, 'fat_percent': 37}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-27,spuntino,315,"{'carboidrati': '32g', 'proteine': '35g', 'grassi': '23g'}",poche proteine,"{'kcal': 315, 'carb_percent': 54, 'protein_percent': 26, 'fat_percent': 34}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-27,pranzo,514,"{'carboidrati': '48g', 'proteine': '44g', 'grassi': '11g'}",poche proteine,"{'kcal': 514, 'carb_percent': 53, 'protein_percent': 19, 'fat_percent': 22}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-27,cena,381,"{'carboidrati': '47g', 'proteine': '14g', 'grassi': '34g'}",poche proteine,"{'kcal': 381, 'carb_percent': 48, 'protein_percent': 28, 'fat_percent': 20}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-26,colazione,230,"{'carboidrati': '38g', 'proteine': '17g', 'grassi': '38g'}",bilanciato,"{'kcal': 230, 'carb_percent': 46, 'protein_percent': 13, 'fat_percent': 27}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-26,spuntino,859,"{'carboidrati': '42g', 'proteine': '26g', 'grassi': '7g'}",bilanciato,"{'kcal': 859, 'carb_percent': 54, 'protein_percent': 21, 'fat_percent': 32}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-26,pranzo,891,"{'carboidrati': '44g', 'proteine': '43g', 'grassi': '22g'}",troppi carboidrati,"{'kcal': 891, 'carb_percent': 44, 'protein_percent': 22, 'fat_percent': 37}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-08-26,cena,220,"{'carboidrati': '59g', 'proteine': '16g', 'grassi': '33g'}",bilanciato,"{'kcal': 220, 'carb_percent': 45, 'protein_percent': 26, 'fat_percent': 21}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-25,colazione,656,"{'carboidrati': '87g', 'proteine': '47g', 'grassi': '29g'}",troppi carboidrati,"{'kcal': 656, 'carb_percent': 41, 'protein_percent': 13, 'fat_percent': 26}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-08-25,spuntino,390,"{'carboidrati': '83g', 'proteine': '18g', 'grassi': '38g'}",bilanciato,"{'kcal': 390, 'carb_percent': 58, 'protein_percent': 14, 'fat_percent': 38}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-25,pranzo,437,"{'carboidrati': '52g', 'proteine': '38g', 'grassi': '38g'}",troppi carboidrati,"{'kcal': 437, 'carb_percent': 49, 'protein_percent': 26, 'fat_percent': 26}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-25,cena,272,"{'carboidrati': '41g', 'proteine': '10g', 'grassi': '7g'}",bilanciato,"{'kcal': 272, 'carb_percent': 52, 'protein_percent': 19, 'fat_percent': 28}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-24,colazione,207,"{'carboidrati': '72g', 'proteine': '18g', 'grassi': '39g'}",troppi grassi,"{'kcal': 207, 'carb_percent': 44, 'protein_percent': 23, 'fat_percent': 22}"
