user_id	data_pasto	tipo_pasto	totale_calorie	elementi	giudizio_critico	macro_totali	family_group
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-07	colazione	213	{'carboidrati': '88g', 'proteine': '33g', 'grassi': '19g'}	troppi carboidrati	{'kcal': 654, 'carb_percent': 40, 'protein_percent': 11, 'fat_percent': 28}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-07	pranzo	384	{'carboidrati': '99g', 'proteine': '24g', 'grassi': '18g'}	troppi grassi	{'kcal': 560, 'carb_percent': 44, 'protein_percent': 14, 'fat_percent': 33}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-07	cena	399	{'carboidrati': '38g', 'proteine': '48g', 'grassi': '39g'}	bilanciato	{'kcal': 530, 'carb_percent': 52, 'protein_percent': 27, 'fat_percent': 34}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-07	spuntino	237	{'carboidrati': '80g', 'proteine': '42g', 'grassi': '33g'}	bilanciato	{'kcal': 356, 'carb_percent': 43, 'protein_percent': 30, 'fat_percent': 38}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-08	colazione	153	{'carboidrati': '38g', 'proteine': '17g', 'grassi': '38g'}	bilanciato	{'kcal': 230, 'carb_percent': 46, 'protein_percent': 13, 'fat_percent': 27}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-08	pranzo	210	{'carboidrati': '32g', 'proteine': '35g', 'grassi': '23g'}	poche proteine	{'kcal': 315, 'carb_percent': 54, 'protein_percent': 26, 'fat_percent': 34}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-08	cena	343	{'carboidrati': '48g', 'proteine': '44g', 'grassi': '11g'}	poche proteine	{'kcal': 514, 'carb_percent': 53, 'protein_percent': 19, 'fat_percent': 22}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-08	spuntino	207	{'carboidrati': '26g', 'proteine': '50g', 'grassi': '35g'}	poche proteine	{'kcal': 311, 'carb_percent': 51, 'protein_percent': 12, 'fat_percent': 21}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-09	colazione	423	{'carboidrati': '27g', 'proteine': '26g', 'grassi': '20g'}	bilanciato	{'kcal': 635, 'carb_percent': 41, 'protein_percent': 23, 'fat_percent': 24}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-09	pranzo	345	{'carboidrati': '61g', 'proteine': '43g', 'grassi': '21g'}	poche proteine	{'kcal': 517, 'carb_percent': 42, 'protein_percent': 29, 'fat_percent': 38}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-09	cena	355	{'carboidrati': '67g', 'proteine': '14g', 'grassi': '16g'}	troppi grassi	{'kcal': 532, 'carb_percent': 46, 'protein_percent': 11, 'fat_percent': 37}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-09	spuntino	203	{'carboidrati': '48g', 'proteine': '14g', 'grassi': '9g'}	troppi grassi	{'kcal': 304, 'carb_percent': 43, 'protein_percent': 11, 'fat_percent': 20}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-10	colazione	279	{'carboidrati': '59g', 'proteine': '46g', 'grassi': '6g'}	bilanciato	{'kcal': 418, 'carb_percent': 43, 'protein_percent': 25, 'fat_percent': 34}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-10	pranzo	543	{'carboidrati': '24g', 'proteine': '14g', 'grassi': '18g'}	troppi carboidrati	{'kcal': 814, 'carb_percent': 49, 'protein_percent': 27, 'fat_percent': 24}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-10	cena	176	{'carboidrati': '87g', 'proteine': '26g', 'grassi': '6g'}	troppi grassi	{'kcal': 264, 'carb_percent': 43, 'protein_percent': 22, 'fat_percent': 31}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-10	spuntino	256	{'carboidrati': '31g', 'proteine': '42g', 'grassi': '24g'}	troppi carboidrati	{'kcal': 384, 'carb_percent': 54, 'protein_percent': 26, 'fat_percent': 29}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-11	colazione	166	{'carboidrati': '35g', 'proteine': '10g', 'grassi': '39g'}	troppi carboidrati	{'kcal': 249, 'carb_percent': 54, 'protein_percent': 20, 'fat_percent': 27}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-11	pranzo	402	{'carboidrati': '80g', 'proteine': '38g', 'grassi': '29g'}	bilanciato	{'kcal': 603, 'carb_percent': 46, 'protein_percent': 20, 'fat_percent': 29}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-11	cena	207	{'carboidrati': '84g', 'proteine': '18g', 'grassi': '6g'}	troppi grassi	{'kcal': 311, 'carb_percent': 50, 'protein_percent': 24, 'fat_percent': 38}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-11	spuntino	278	{'carboidrati': '26g', 'proteine': '16g', 'grassi': '17g'}	troppi grassi	{'kcal': 417, 'carb_percent': 43, 'protein_percent': 15, 'fat_percent': 40}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-12	colazione	469	{'carboidrati': '73g', 'proteine': '39g', 'grassi': '7g'}	troppi grassi	{'kcal': 703, 'carb_percent': 55, 'protein_percent': 26, 'fat_percent': 38}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-12	pranzo	191	{'carboidrati': '41g', 'proteine': '30g', 'grassi': '31g'}	troppi grassi	{'kcal': 287, 'carb_percent': 43, 'protein_percent': 24, 'fat_percent': 31}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-12	cena	192	{'carboidrati': '85g', 'proteine': '36g', 'grassi': '19g'}	bilanciato	{'kcal': 288, 'carb_percent': 42, 'protein_percent': 22, 'fat_percent': 21}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-12	spuntino	307	{'carboidrati': '48g', 'proteine': '35g', 'grassi': '13g'}	bilanciato	{'kcal': 460, 'carb_percent': 46, 'protein_percent': 24, 'fat_percent': 21}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-13	colazione	379	{'carboidrati': '79g', 'proteine': '34g', 'grassi': '15g'}	troppi carboidrati	{'kcal': 569, 'carb_percent': 55, 'protein_percent': 11, 'fat_percent': 37}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-13	pranzo	165	{'carboidrati': '97g', 'proteine': '21g', 'grassi': '30g'}	troppi carboidrati	{'kcal': 247, 'carb_percent': 50, 'protein_percent': 12, 'fat_percent': 30}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-13	cena	449	{'carboidrati': '29g', 'proteine': '25g', 'grassi': '14g'}	troppi grassi	{'kcal': 674, 'carb_percent': 42, 'protein_percent': 29, 'fat_percent': 24}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-13	spuntino	213	{'carboidrati': '84g', 'proteine': '18g', 'grassi': '6g'}	troppi grassi	{'kcal': 311, 'carb_percent': 50, 'protein_percent': 24, 'fat_percent': 38}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-14	colazione	384	{'carboidrati': '26g', 'proteine': '16g', 'grassi': '17g'}	troppi grassi	{'kcal': 417, 'carb_percent': 43, 'protein_percent': 15, 'fat_percent': 40}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-14	pranzo	399	{'carboidrati': '73g', 'proteine': '39g', 'grassi': '7g'}	troppi grassi	{'kcal': 703, 'carb_percent': 55, 'protein_percent': 26, 'fat_percent': 38}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-14	cena	219	{'carboidrati': '41g', 'proteine': '30g', 'grassi': '31g'}	troppi grassi	{'kcal': 287, 'carb_percent': 43, 'protein_percent': 24, 'fat_percent': 31}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-14	spuntino	459	{'carboidrati': '85g', 'proteine': '36g', 'grassi': '19g'}	bilanciato	{'kcal': 288, 'carb_percent': 42, 'protein_percent': 22, 'fat_percent': 21}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-15	colazione	427	{'carboidrati': '48g', 'proteine': '35g', 'grassi': '13g'}	bilanciato	{'kcal': 460, 'carb_percent': 46, 'protein_percent': 24, 'fat_percent': 21}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-15	pranzo	587	{'carboidrati': '79g', 'proteine': '34g', 'grassi': '15g'}	troppi carboidrati	{'kcal': 569, 'carb_percent': 55, 'protein_percent': 11, 'fat_percent': 37}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-15	cena	581	{'carboidrati': '97g', 'proteine': '21g', 'grassi': '30g'}	troppi carboidrati	{'kcal': 247, 'carb_percent': 50, 'protein_percent': 12, 'fat_percent': 30}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-15	spuntino	203	{'carboidrati': '29g', 'proteine': '25g', 'grassi': '14g'}	troppi grassi	{'kcal': 674, 'carb_percent': 42, 'protein_percent': 29, 'fat_percent': 24}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-16	colazione	256	{'carboidrati': '84g', 'proteine': '18g', 'grassi': '6g'}	troppi grassi	{'kcal': 311, 'carb_percent': 50, 'protein_percent': 24, 'fat_percent': 38}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-16	pranzo	335	{'carboidrati': '26g', 'proteine': '16g', 'grassi': '17g'}	troppi grassi	{'kcal': 417, 'carb_percent': 43, 'protein_percent': 15, 'fat_percent': 40}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-16	cena	356	{'carboidrati': '73g', 'proteine': '39g', 'grassi': '7g'}	troppi grassi	{'kcal': 703, 'carb_percent': 55, 'protein_percent': 26, 'fat_percent': 38}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-16	spuntino	539	{'carboidrati': '41g', 'proteine': '30g', 'grassi': '31g'}	troppi grassi	{'kcal': 287, 'carb_percent': 43, 'protein_percent': 24, 'fat_percent': 31}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-17	colazione	591	{'carboidrati': '85g', 'proteine': '36g', 'grassi': '19g'}	bilanciato	{'kcal': 288, 'carb_percent': 42, 'protein_percent': 22, 'fat_percent': 21}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-17	pranzo	494	{'carboidrati': '48g', 'proteine': '35g', 'grassi': '13g'}	bilanciato	{'kcal': 460, 'carb_percent': 46, 'protein_percent': 24, 'fat_percent': 21}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-17	cena	285	{'carboidrati': '79g', 'proteine': '34g', 'grassi': '15g'}	troppi carboidrati	{'kcal': 569, 'carb_percent': 55, 'protein_percent': 11, 'fat_percent': 37}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-17	spuntino	596	{'carboidrati': '97g', 'proteine': '21g', 'grassi': '30g'}	troppi carboidrati	{'kcal': 247, 'carb_percent': 50, 'protein_percent': 12, 'fat_percent': 30}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-18	colazione	478	{'carboidrati': '29g', 'proteine': '25g', 'grassi': '14g'}	troppi grassi	{'kcal': 674, 'carb_percent': 42, 'protein_percent': 29, 'fat_percent': 24}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-18	pranzo	288	{'carboidrati': '84g', 'proteine': '18g', 'grassi': '6g'}	troppi grassi	{'kcal': 311, 'carb_percent': 50, 'protein_percent': 24, 'fat_percent': 38}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-18	cena	178	{'carboidrati': '26g', 'proteine': '16g', 'grassi': '17g'}	troppi grassi	{'kcal': 417, 'carb_percent': 43, 'protein_percent': 15, 'fat_percent': 40}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-18	spuntino	139	{'carboidrati': '73g', 'proteine': '39g', 'grassi': '7g'}	troppi grassi	{'kcal': 703, 'carb_percent': 55, 'protein_percent': 26, 'fat_percent': 38}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-19	colazione	455	{'carboidrati': '41g', 'proteine': '30g', 'grassi': '31g'}	troppi grassi	{'kcal': 287, 'carb_percent': 43, 'protein_percent': 24, 'fat_percent': 31}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-19	pranzo	455	{'carboidrati': '85g', 'proteine': '36g', 'grassi': '19g'}	bilanciato	{'kcal': 288, 'carb_percent': 42, 'protein_percent': 22, 'fat_percent': 21}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-19	cena	543	{'carboidrati': '48g', 'proteine': '35g', 'grassi': '13g'}	bilanciato	{'kcal': 460, 'carb_percent': 46, 'protein_percent': 24, 'fat_percent': 21}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-19	spuntino	213	{'carboidrati': '79g', 'proteine': '34g', 'grassi': '15g'}	troppi carboidrati	{'kcal': 569, 'carb_percent': 55, 'protein_percent': 11, 'fat_percent': 37}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-20	colazione	385	{'carboidrati': '97g', 'proteine': '21g', 'grassi': '30g'}	troppi carboidrati	{'kcal': 247, 'carb_percent': 50, 'protein_percent': 12, 'fat_percent': 30}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-20	pranzo	399	{'carboidrati': '29g', 'proteine': '25g', 'grassi': '14g'}	troppi grassi	{'kcal': 674, 'carb_percent': 42, 'protein_percent': 29, 'fat_percent': 24}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-20	cena	238	{'carboidrati': '84g', 'proteine': '18g', 'grassi': '6g'}	troppi grassi	{'kcal': 311, 'carb_percent': 50, 'protein_percent': 24, 'fat_percent': 38}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-20	spuntino	154	{'carboidrati': '26g', 'proteine': '16g', 'grassi': '17g'}	troppi grassi	{'kcal': 417, 'carb_percent': 43, 'protein_percent': 15, 'fat_percent': 40}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-21	colazione	211	{'carboidrati': '73g', 'proteine': '39g', 'grassi': '7g'}	troppi grassi	{'kcal': 703, 'carb_percent': 55, 'protein_percent': 26, 'fat_percent': 38}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-21	pranzo	343	{'carboidrati': '41g', 'proteine': '30g', 'grassi': '31g'}	troppi grassi	{'kcal': 287, 'carb_percent': 43, 'protein_percent': 24, 'fat_percent': 31}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-21	cena	208	{'carboidrati': '85g', 'proteine': '36g', 'grassi': '19g'}	bilanciato	{'kcal': 288, 'carb_percent': 42, 'protein_percent': 22, 'fat_percent': 21}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-21	spuntino	424	{'carboidrati': '48g', 'proteine': '35g', 'grassi': '13g'}	bilanciato	{'kcal': 460, 'carb_percent': 46, 'protein_percent': 24, 'fat_percent': 21}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-22	colazione	345	{'carboidrati': '79g', 'proteine': '34g', 'grassi': '15g'}	troppi carboidrati	{'kcal': 569, 'carb_percent': 55, 'protein_percent': 11, 'fat_percent': 37}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-22	pranzo	355	{'carboidrati': '97g', 'proteine': '21g', 'grassi': '30g'}	troppi carboidrati	{'kcal': 247, 'carb_percent': 50, 'protein_percent': 12, 'fat_percent': 30}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-22	cena	203	{'carboidrati': '29g', 'proteine': '25g', 'grassi': '14g'}	troppi grassi	{'kcal': 674, 'carb_percent': 42, 'protein_percent': 29, 'fat_percent': 24}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-22	spuntino	279	{'carboidrati': '84g', 'proteine': '18g', 'grassi': '6g'}	troppi grassi	{'kcal': 311, 'carb_percent': 50, 'protein_percent': 24, 'fat_percent': 38}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-23	colazione	543	{'carboidrati': '26g', 'proteine': '16g', 'grassi': '17g'}	troppi grassi	{'kcal': 417, 'carb_percent': 43, 'protein_percent': 15, 'fat_percent': 40}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-23	pranzo	177	{'carboidrati': '73g', 'proteine': '39g', 'grassi': '7g'}	troppi grassi	{'kcal': 703, 'carb_percent': 55, 'protein_percent': 26, 'fat_percent': 38}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-23	cena	257	{'carboidrati': '41g', 'proteine': '30g', 'grassi': '31g'}	troppi grassi	{'kcal': 287, 'carb_percent': 43, 'protein_percent': 24, 'fat_percent': 31}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-23	spuntino	167	{'carboidrati': '85g', 'proteine': '36g', 'grassi': '19g'}	bilanciato	{'kcal': 288, 'carb_percent': 42, 'protein_percent': 22, 'fat_percent': 21}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-24	colazione	403	{'carboidrati': '48g', 'proteine': '35g', 'grassi': '13g'}	bilanciato	{'kcal': 460, 'carb_percent': 46, 'protein_percent': 24, 'fat_percent': 21}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-24	pranzo	208	{'carboidrati': '79g', 'proteine': '34g', 'grassi': '15g'}	troppi carboidrati	{'kcal': 569, 'carb_percent': 55, 'protein_percent': 11, 'fat_percent': 37}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-24	cena	279	{'carboidrati': '97g', 'proteine': '21g', 'grassi': '30g'}	troppi carboidrati	{'kcal': 247, 'carb_percent': 50, 'protein_percent': 12, 'fat_percent': 30}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-24	spuntino	469	{'carboidrati': '29g', 'proteine': '25g', 'grassi': '14g'}	troppi grassi	{'kcal': 674, 'carb_percent': 42, 'protein_percent': 29, 'fat_percent': 24}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-25	colazione	192	{'carboidrati': '84g', 'proteine': '18g', 'grassi': '6g'}	troppi grassi	{'kcal': 311, 'carb_percent': 50, 'protein_percent': 24, 'fat_percent': 38}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-25	pranzo	193	{'carboidrati': '26g', 'proteine': '16g', 'grassi': '17g'}	troppi grassi	{'kcal': 417, 'carb_percent': 43, 'protein_percent': 15, 'fat_percent': 40}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-25	cena	307	{'carboidrati': '73g', 'proteine': '39g', 'grassi': '7g'}	troppi grassi	{'kcal': 703, 'carb_percent': 55, 'protein_percent': 26, 'fat_percent': 38}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-25	spuntino	380	{'carboidrati': '41g', 'proteine': '30g', 'grassi': '31g'}	troppi grassi	{'kcal': 287, 'carb_percent': 43, 'protein_percent': 24, 'fat_percent': 31}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-26	colazione	165	{'carboidrati': '85g', 'proteine': '36g', 'grassi': '19g'}	bilanciato	{'kcal': 288, 'carb_percent': 42, 'protein_percent': 22, 'fat_percent': 21}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-26	pranzo	450	{'carboidrati': '48g', 'proteine': '35g', 'grassi': '13g'}	bilanciato	{'kcal': 460, 'carb_percent': 46, 'protein_percent': 24, 'fat_percent': 21}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-26	cena	213	{'carboidrati': '79g', 'proteine': '34g', 'grassi': '15g'}	troppi carboidrati	{'kcal': 569, 'carb_percent': 55, 'protein_percent': 11, 'fat_percent': 37}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-26	spuntino	385	{'carboidrati': '97g', 'proteine': '21g', 'grassi': '30g'}	troppi carboidrati	{'kcal': 247, 'carb_percent': 50, 'protein_percent': 12, 'fat_percent': 30}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-27	colazione	399	{'carboidrati': '29g', 'proteine': '25g', 'grassi': '14g'}	troppi grassi	{'kcal': 674, 'carb_percent': 42, 'protein_percent': 29, 'fat_percent': 24}	PATARINI
f7b98e95-bd99-4609-a1a4-6f8e15389737	2025-04-27	pranzo	220	{'carboidrati': '84g', 'proteine': '18g', 'grassi': '6g'}	troppi grassi	{'kcal': 311, 'carb_percent': 50, 'protein_percent': 24, 'fat_percent': 38}	PATARINI
